"Notes"	"Region"	"Region Code"	"Month Day, Year"	"Month Day, Year Code"	Avg Daily Max Air Temperature (F)	Avg Daily Min Air Temperature (F)	Avg Daily Max Heat Index (F)
	"Census Region 1: Northeast"	"CENS-R1"	"Aug 31, 1979"	"1979/08/31"	65.07	46.44	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Sep 01, 1979"	"1979/09/01"	68.37	43.98	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Sep 02, 1979"	"1979/09/02"	79.46	58.45	83.39
	"Census Region 1: Northeast"	"CENS-R1"	"Sep 03, 1979"	"1979/09/03"	76.35	61.50	83.64
	"Census Region 1: Northeast"	"CENS-R1"	"Sep 04, 1979"	"1979/09/04"	68.32	54.68	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Sep 05, 1979"	"1979/09/05"	72.84	52.00	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Sep 06, 1979"	"1979/09/06"	73.41	59.79	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Sep 07, 1979"	"1979/09/07"	67.43	53.45	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Sep 08, 1979"	"1979/09/08"	59.77	49.27	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Sep 09, 1979"	"1979/09/09"	59.02	47.24	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Sep 10, 1979"	"1979/09/10"	58.46	47.48	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Sep 11, 1979"	"1979/09/11"	56.02	45.43	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Sep 12, 1979"	"1979/09/12"	61.94	44.57	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Sep 13, 1979"	"1979/09/13"	67.67	48.04	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Sep 14, 1979"	"1979/09/14"	66.79	53.02	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Sep 15, 1979"	"1979/09/15"	63.06	50.21	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Sep 16, 1979"	"1979/09/16"	59.79	47.01	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Sep 17, 1979"	"1979/09/17"	66.59	47.19	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Sep 18, 1979"	"1979/09/18"	72.21	51.94	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Sep 19, 1979"	"1979/09/19"	59.34	36.55	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Sep 20, 1979"	"1979/09/20"	49.70	34.67	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Sep 21, 1979"	"1979/09/21"	63.37	44.31	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Sep 22, 1979"	"1979/09/22"	59.05	39.93	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Sep 23, 1979"	"1979/09/23"	52.90	35.23	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Sep 24, 1979"	"1979/09/24"	57.49	35.65	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Sep 25, 1979"	"1979/09/25"	60.03	39.02	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Sep 26, 1979"	"1979/09/26"	64.67	43.37	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Sep 27, 1979"	"1979/09/27"	60.86	41.01	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Sep 28, 1979"	"1979/09/28"	71.93	47.58	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Sep 29, 1979"	"1979/09/29"	66.31	48.23	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Sep 30, 1979"	"1979/09/30"	60.76	47.70	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Oct 01, 1979"	"1979/10/01"	67.85	51.29	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Oct 02, 1979"	"1979/10/02"	63.79	52.85	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Oct 03, 1979"	"1979/10/03"	65.22	49.77	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Oct 04, 1979"	"1979/10/04"	66.28	52.64	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Oct 05, 1979"	"1979/10/05"	68.33	54.15	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Oct 06, 1979"	"1979/10/06"	59.55	46.95	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Oct 07, 1979"	"1979/10/07"	58.31	45.51	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Oct 08, 1979"	"1979/10/08"	49.65	37.19	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Oct 09, 1979"	"1979/10/09"	41.89	34.34	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Oct 10, 1979"	"1979/10/10"	39.93	32.38	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Oct 11, 1979"	"1979/10/11"	41.07	33.81	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Oct 12, 1979"	"1979/10/12"	44.99	35.24	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Oct 13, 1979"	"1979/10/13"	52.47	38.86	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Oct 14, 1979"	"1979/10/14"	43.40	35.09	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Oct 15, 1979"	"1979/10/15"	43.07	33.02	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Oct 16, 1979"	"1979/10/16"	41.26	32.06	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Oct 17, 1979"	"1979/10/17"	48.27	31.76	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Oct 18, 1979"	"1979/10/18"	49.33	36.60	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Oct 19, 1979"	"1979/10/19"	49.65	33.47	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Oct 20, 1979"	"1979/10/20"	56.87	42.93	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Oct 21, 1979"	"1979/10/21"	69.22	49.46	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Oct 22, 1979"	"1979/10/22"	73.81	59.06	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Oct 23, 1979"	"1979/10/23"	72.90	56.36	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Oct 24, 1979"	"1979/10/24"	64.34	46.92	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Oct 25, 1979"	"1979/10/25"	47.18	34.74	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Oct 26, 1979"	"1979/10/26"	39.33	33.73	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Oct 27, 1979"	"1979/10/27"	36.79	32.48	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Oct 28, 1979"	"1979/10/28"	40.62	33.04	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Oct 29, 1979"	"1979/10/29"	42.73	37.83	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Oct 30, 1979"	"1979/10/30"	44.66	37.65	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Oct 31, 1979"	"1979/10/31"	46.53	34.09	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Nov 01, 1979"	"1979/11/01"	53.29	33.77	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Nov 02, 1979"	"1979/11/02"	54.03	39.42	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Nov 03, 1979"	"1979/11/03"	53.54	40.11	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Nov 04, 1979"	"1979/11/04"	44.38	34.46	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Nov 05, 1979"	"1979/11/05"	41.57	35.29	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Nov 06, 1979"	"1979/11/06"	47.84	34.41	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Nov 07, 1979"	"1979/11/07"	47.41	38.60	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Nov 08, 1979"	"1979/11/08"	47.53	39.71	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Nov 09, 1979"	"1979/11/09"	44.89	35.92	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Nov 10, 1979"	"1979/11/10"	56.58	42.06	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Nov 11, 1979"	"1979/11/11"	47.07	38.91	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Nov 12, 1979"	"1979/11/12"	42.62	36.73	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Nov 13, 1979"	"1979/11/13"	42.15	35.99	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Nov 14, 1979"	"1979/11/14"	40.19	35.44	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Nov 15, 1979"	"1979/11/15"	35.53	27.91	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Nov 16, 1979"	"1979/11/16"	35.82	20.57	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Nov 17, 1979"	"1979/11/17"	35.49	20.12	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Nov 18, 1979"	"1979/11/18"	31.86	22.08	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Nov 19, 1979"	"1979/11/19"	32.92	20.66	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Nov 20, 1979"	"1979/11/20"	39.11	28.53	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Nov 21, 1979"	"1979/11/21"	42.54	32.54	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Nov 22, 1979"	"1979/11/22"	41.01	32.17	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Nov 23, 1979"	"1979/11/23"	47.35	40.35	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Nov 24, 1979"	"1979/11/24"	54.94	41.62	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Nov 25, 1979"	"1979/11/25"	55.62	44.69	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Nov 26, 1979"	"1979/11/26"	50.83	43.56	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Nov 27, 1979"	"1979/11/27"	50.83	39.02	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Nov 28, 1979"	"1979/11/28"	46.87	35.13	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Nov 29, 1979"	"1979/11/29"	39.83	30.39	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Nov 30, 1979"	"1979/11/30"	32.60	28.43	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Dec 01, 1979"	"1979/12/01"	32.49	28.70	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Dec 02, 1979"	"1979/12/02"	29.23	20.99	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Dec 03, 1979"	"1979/12/03"	30.73	20.08	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Dec 04, 1979"	"1979/12/04"	32.19	23.49	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Dec 05, 1979"	"1979/12/05"	33.17	26.82	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Dec 06, 1979"	"1979/12/06"	43.17	32.43	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Dec 07, 1979"	"1979/12/07"	40.49	34.07	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Dec 08, 1979"	"1979/12/08"	37.84	12.64	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Dec 09, 1979"	"1979/12/09"	23.17	7.84	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Dec 10, 1979"	"1979/12/10"	24.69	13.81	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Dec 11, 1979"	"1979/12/11"	32.88	15.31	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Dec 12, 1979"	"1979/12/12"	40.27	29.61	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Dec 13, 1979"	"1979/12/13"	31.51	15.58	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Dec 14, 1979"	"1979/12/14"	19.15	12.35	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Dec 15, 1979"	"1979/12/15"	21.87	8.99	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Dec 16, 1979"	"1979/12/16"	36.50	21.87	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Dec 17, 1979"	"1979/12/17"	36.22	1.15	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Dec 18, 1979"	"1979/12/18"	4.51	-0.95	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Dec 19, 1979"	"1979/12/19"	5.27	-2.13	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Dec 20, 1979"	"1979/12/20"	12.19	-1.20	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Dec 21, 1979"	"1979/12/21"	23.43	7.05	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Dec 22, 1979"	"1979/12/22"	30.31	17.19	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Dec 23, 1979"	"1979/12/23"	33.01	25.30	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Dec 24, 1979"	"1979/12/24"	36.65	32.08	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Dec 25, 1979"	"1979/12/25"	36.52	33.42	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Dec 26, 1979"	"1979/12/26"	36.60	30.83	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Dec 27, 1979"	"1979/12/27"	31.58	26.42	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Dec 28, 1979"	"1979/12/28"	26.77	21.66	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Dec 29, 1979"	"1979/12/29"	25.98	19.46	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Dec 30, 1979"	"1979/12/30"	24.32	14.03	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Dec 31, 1979"	"1979/12/31"	22.55	12.02	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Jan 01, 1980"	"1980/01/01"	23.72	10.51	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Jan 02, 1980"	"1980/01/02"	26.75	16.82	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Jan 03, 1980"	"1980/01/03"	18.18	8.44	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Jan 04, 1980"	"1980/01/04"	14.18	4.10	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Jan 05, 1980"	"1980/01/05"	15.81	4.84	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Jan 06, 1980"	"1980/01/06"	11.03	-0.43	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Jan 07, 1980"	"1980/01/07"	31.99	6.35	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Jan 08, 1980"	"1980/01/08"	29.02	18.49	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Jan 09, 1980"	"1980/01/09"	22.82	14.06	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Jan 10, 1980"	"1980/01/10"	14.90	7.95	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Jan 11, 1980"	"1980/01/11"	40.39	11.14	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Jan 12, 1980"	"1980/01/12"	42.37	11.17	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Jan 13, 1980"	"1980/01/13"	21.84	7.00	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Jan 14, 1980"	"1980/01/14"	35.94	21.81	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Jan 15, 1980"	"1980/01/15"	37.96	21.06	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Jan 16, 1980"	"1980/01/16"	24.03	14.99	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Jan 17, 1980"	"1980/01/17"	27.29	14.08	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Jan 18, 1980"	"1980/01/18"	33.74	26.66	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Jan 19, 1980"	"1980/01/19"	36.46	30.52	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Jan 20, 1980"	"1980/01/20"	31.60	12.17	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Jan 21, 1980"	"1980/01/21"	12.18	4.95	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Jan 22, 1980"	"1980/01/22"	20.00	4.55	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Jan 23, 1980"	"1980/01/23"	26.93	18.54	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Jan 24, 1980"	"1980/01/24"	21.27	0.63	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Jan 25, 1980"	"1980/01/25"	6.97	0.23	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Jan 26, 1980"	"1980/01/26"	17.16	4.66	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Jan 27, 1980"	"1980/01/27"	22.26	11.56	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Jan 28, 1980"	"1980/01/28"	18.38	9.89	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Jan 29, 1980"	"1980/01/29"	11.59	4.31	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Jan 30, 1980"	"1980/01/30"	4.79	-0.97	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Jan 31, 1980"	"1980/01/31"	9.17	-1.05	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Feb 01, 1980"	"1980/02/01"	12.34	3.34	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Feb 02, 1980"	"1980/02/02"	6.65	1.43	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Feb 03, 1980"	"1980/02/03"	14.83	3.10	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Feb 04, 1980"	"1980/02/04"	14.74	9.40	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Feb 05, 1980"	"1980/02/05"	17.88	10.38	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Feb 06, 1980"	"1980/02/06"	24.68	13.96	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Feb 07, 1980"	"1980/02/07"	24.68	13.41	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Feb 08, 1980"	"1980/02/08"	25.54	12.35	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Feb 09, 1980"	"1980/02/09"	21.83	9.48	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Feb 10, 1980"	"1980/02/10"	19.29	9.13	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Feb 11, 1980"	"1980/02/11"	21.30	10.90	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Feb 12, 1980"	"1980/02/12"	24.96	17.59	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Feb 13, 1980"	"1980/02/13"	22.46	16.03	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Feb 14, 1980"	"1980/02/14"	25.32	17.14	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Feb 15, 1980"	"1980/02/15"	20.00	12.83	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Feb 16, 1980"	"1980/02/16"	23.90	10.97	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Feb 17, 1980"	"1980/02/17"	18.94	5.97	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Feb 18, 1980"	"1980/02/18"	21.17	6.22	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Feb 19, 1980"	"1980/02/19"	31.27	11.04	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Feb 20, 1980"	"1980/02/20"	33.77	21.97	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Feb 21, 1980"	"1980/02/21"	32.84	7.39	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Feb 22, 1980"	"1980/02/22"	19.77	2.24	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Feb 23, 1980"	"1980/02/23"	27.39	17.80	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Feb 24, 1980"	"1980/02/24"	28.38	17.15	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Feb 25, 1980"	"1980/02/25"	29.23	19.80	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Feb 26, 1980"	"1980/02/26"	19.80	-0.08	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Feb 27, 1980"	"1980/02/27"	13.12	-3.18	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Feb 28, 1980"	"1980/02/28"	16.50	11.25	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Feb 29, 1980"	"1980/02/29"	12.48	-1.13	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Mar 01, 1980"	"1980/03/01"	7.75	-4.54	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Mar 02, 1980"	"1980/03/02"	12.46	-5.01	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Mar 03, 1980"	"1980/03/03"	22.30	-0.16	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Mar 04, 1980"	"1980/03/04"	30.24	8.35	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Mar 05, 1980"	"1980/03/05"	31.70	19.96	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Mar 06, 1980"	"1980/03/06"	32.39	18.34	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Mar 07, 1980"	"1980/03/07"	32.16	17.56	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Mar 08, 1980"	"1980/03/08"	31.92	25.41	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Mar 09, 1980"	"1980/03/09"	31.72	25.91	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Mar 10, 1980"	"1980/03/10"	33.62	24.31	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Mar 11, 1980"	"1980/03/11"	35.58	15.82	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Mar 12, 1980"	"1980/03/12"	15.82	1.88	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Mar 13, 1980"	"1980/03/13"	22.89	0.31	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Mar 14, 1980"	"1980/03/14"	30.44	15.69	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Mar 15, 1980"	"1980/03/15"	26.62	6.29	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Mar 16, 1980"	"1980/03/16"	20.23	1.41	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Mar 17, 1980"	"1980/03/17"	33.40	11.46	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Mar 18, 1980"	"1980/03/18"	38.30	20.24	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Mar 19, 1980"	"1980/03/19"	26.52	17.08	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Mar 20, 1980"	"1980/03/20"	34.32	17.36	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Mar 21, 1980"	"1980/03/21"	38.85	24.26	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Mar 22, 1980"	"1980/03/22"	39.18	29.91	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Mar 23, 1980"	"1980/03/23"	39.29	29.55	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Mar 24, 1980"	"1980/03/24"	40.34	26.70	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Mar 25, 1980"	"1980/03/25"	39.65	31.50	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Mar 26, 1980"	"1980/03/26"	37.58	31.93	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Mar 27, 1980"	"1980/03/27"	38.97	31.02	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Mar 28, 1980"	"1980/03/28"	41.95	32.37	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Mar 29, 1980"	"1980/03/29"	45.27	34.67	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Mar 30, 1980"	"1980/03/30"	40.88	32.35	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Mar 31, 1980"	"1980/03/31"	40.29	29.13	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Apr 01, 1980"	"1980/04/01"	44.72	28.69	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Apr 02, 1980"	"1980/04/02"	49.57	30.47	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Apr 03, 1980"	"1980/04/03"	48.33	31.48	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Apr 04, 1980"	"1980/04/04"	45.63	34.07	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Apr 05, 1980"	"1980/04/05"	43.52	33.49	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Apr 06, 1980"	"1980/04/06"	38.14	27.29	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Apr 07, 1980"	"1980/04/07"	46.28	26.13	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Apr 08, 1980"	"1980/04/08"	48.91	29.76	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Apr 09, 1980"	"1980/04/09"	52.41	37.53	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Apr 10, 1980"	"1980/04/10"	44.67	37.39	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Apr 11, 1980"	"1980/04/11"	55.47	40.55	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Apr 12, 1980"	"1980/04/12"	52.15	39.68	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Apr 13, 1980"	"1980/04/13"	53.70	38.31	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Apr 14, 1980"	"1980/04/14"	51.87	35.50	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Apr 15, 1980"	"1980/04/15"	56.75	37.87	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Apr 16, 1980"	"1980/04/16"	45.11	29.24	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Apr 17, 1980"	"1980/04/17"	41.22	26.61	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Apr 18, 1980"	"1980/04/18"	43.07	30.95	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Apr 19, 1980"	"1980/04/19"	49.55	32.66	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Apr 20, 1980"	"1980/04/20"	60.75	34.00	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Apr 21, 1980"	"1980/04/21"	48.85	31.99	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Apr 22, 1980"	"1980/04/22"	41.70	30.01	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Apr 23, 1980"	"1980/04/23"	45.41	37.47	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Apr 24, 1980"	"1980/04/24"	60.42	39.16	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Apr 25, 1980"	"1980/04/25"	60.04	44.80	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Apr 26, 1980"	"1980/04/26"	51.68	44.50	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Apr 27, 1980"	"1980/04/27"	52.70	40.75	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Apr 28, 1980"	"1980/04/28"	51.88	36.74	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Apr 29, 1980"	"1980/04/29"	50.17	35.11	Missing
